Datetime,EUR/USD,returns,Ask_Dir,SMA,SMA_Dir,RSI,RSI_Dir,fastk,fastd,fastk_Dir,fastd_Dir,proba,position
2023-06-02 00:00:00.000,1.076055,-6.04040099153351E-05,1,3.87225882868315E-06,1,48.5705548525259,1,42.498297640691,65.8066146848291,1,1,1.6208517E-12,-1
2023-06-02 00:10:00.000,1.076285,0.000213720881343481,0,1.39379945409106E-05,0,54.9867092828099,0,100,80.8327658802303,0,0,1,1
2023-06-02 00:20:00.000,1.0759,-0.0003577759385061,1,-4.02666278030091E-05,1,42.833293734468,1,0,47.499432546897,1,1,0,-1
2023-06-02 00:30:00.000,1.076015,0.000106881545144262,0,-2.74888866086449E-05,1,52.2034141564171,0,78.0290186701258,59.3430062233753,0,0,1,1
2023-06-02 00:40:00.000,1.075975,-3.71748939394835E-05,1,-2.43929071814409E-05,0,49.4614776817919,1,55.086127966852,44.3717155456593,1,1,2.5763255E-10,-1
2023-06-02 00:50:00.000,1.07596,-1.39409415252753E-05,1,-2.67160412368036E-05,0,49.9242474159538,1,58.9418131322702,64.0189865897493,1,1,0.0000025010795,-1
2023-06-02 01:00:00.000,1.076175,0.000199801593037267,0,-2.74848003804353E-05,1,54.1387357065556,0,100,71.3426470330407,0,0,1,1
2023-06-02 01:10:00.000,1.076025,-0.000139392250016677,1,-2.20690553643218E-05,1,47.2538030062404,1,0,52.9806043774234,1,1,1.7950849E-23,-1
2023-06-02 01:20:00.000,1.07616,0.000125453899341439,0,-4.25886133625254E-06,1,52.4090580310328,0,75.44521428179,58.48173809393,0,0,1,1
2023-06-02 01:30:00.000,1.076165,4.64613847821852E-06,0,1.12288984001253E-05,0,49.9783614606333,0,40.0953687649748,38.513527682255,0,1,0.50683224,1
2023-06-02 01:40:00.000,1.076125,-3.71697122642959E-05,1,8.13142237810061E-06,1,49.1181581099712,1,27.6263841109721,47.7223223859123,1,1,9.835254E-10,-1
2023-06-02 01:50:00.000,1.076515,0.000362345774739059,0,3.05826738263802E-05,0,56.8575247018131,0,100,55.907250958649,0,0,1,1
2023-06-02 02:00:00.000,1.07615,-0.000339114542669514,1,7.35679609686524E-06,0,44.0298520286988,1,0,42.5421280369907,1,1,0,-1
2023-06-02 02:10:00.000,1.07627,0.00011150240206303,0,-1.16141050983897E-06,1,51.6710317814407,0,60.1260037707743,53.3753345902581,0,0,1,1
2023-06-02 02:20:00.000,1.076295,2.32281022882435E-05,1,3.0588926223023E-05,1,50.2062364347943,1,48.5954125616883,36.2404721108209,1,1,0.99999577,1
2023-06-02 02:30:00.000,1.076505,0.000195094760930967,0,3.79400275385817E-05,1,53.0340995570083,0,70.8508095558074,59.8574086294234,0,1,1,1
2023-06-02 02:40:00.000,1.076505,0,1,4.10379353668719E-05,1,49.5494073051182,1,61.7420303235524,60.3960841470161,0,0,0.05439971,-1
2023-06-02 02:50:00.000,1.07655,4.18010687200442E-05,0,4.56831028873152E-05,0,50.3125163005709,0,21.7897461551559,51.4608620115053,0,0,1,1
2023-06-02 03:00:00.000,1.076555,4.64445533286485E-06,0,2.9420008078615E-05,1,49.5852225328628,0,1.2144467966514,28.2487410917866,0,0,0.4566168,-1
2023-06-02 03:10:00.000,1.07644,-0.000106827930496308,1,3.21337013719791E-05,1,47.3453126297989,1,0,7.66806431726912,1,1,3.702695E-19,-1
2023-06-02 03:20:00.000,1.076825,0.000357596491005799,0,5.14789173440091E-05,0,56.3144796202674,0,100,33.7381489322172,0,1,1,1
2023-06-02 03:30:00.000,1.0768,-2.3216669569761E-05,0,4.91570166733441E-05,0,48.8683854712661,0,17.0016564343095,39.0005521447699,0,0,0.00000017225312,-1
2023-06-02 03:40:00.000,1.076435,-0.000339024772954149,1,2.4002428282523E-05,0,43.6472472764279,1,0,39.0005521447699,1,0,0,-1
2023-06-02 03:50:00.000,1.07666,0.000209001461448814,0,1.12237355083358E-05,1,53.1275370538611,0,75.2373916113852,30.7463493485649,0,1,1,1
2023-06-02 04:00:00.000,1.07679,0.000120736492751558,0,4.95446551267585E-05,0,51.6022530197726,0,63.143404555916,46.1269320557671,0,1,1,1
2023-06-02 04:10:00.000,1.0767,-8.35852500379595E-05,1,3.32873507850093E-05,1,48.1139303504636,1,47.1396475762098,61.8401479145037,1,1,3.6603885E-15,-1
2023-06-02 04:20:00.000,1.076855,0.000143948030366061,0,4.33473447914941E-05,0,52.0516145173169,0,88.5278097425282,66.2702872915513,0,0,1,1
2023-06-02 04:30:00.000,1.0768,-5.10759615742591E-05,0,2.28331179160586E-05,0,48.6027018890479,0,9.92678646815443,48.5314145956308,0,0,4.838907E-11,-1
2023-06-02 04:40:00.000,1.076555,-0.000227551890939702,1,3.87046033775013E-06,0,45.6188431939432,1,0,32.8181987368942,1,0,1.0567403E-34,-1
2023-06-02 04:50:00.000,1.07636,-0.000181149743982647,1,-1.47087740541408E-05,0,46.5599221887113,1,14.2948883458743,8.07389160467626,1,1,8.324488E-30,-1
2023-06-02 05:00:00.000,1.07631,-4.64539386056116E-05,1,-1.89669735490138E-05,1,49.3363032350997,1,56.3898671011483,23.5615851490076,1,1,2.9359773E-10,-1
2023-06-02 05:10:00.000,1.07649,0.000167224080657276,0,3.87069404711817E-06,0,53.5156913560795,0,100,56.8949184823409,0,1,1,1
2023-06-02 05:20:00.000,1.07662,0.000120755558385882,0,-1.58660503378749E-05,0,52.4884624011163,0,87.205828265653,81.1985651222671,0,0,1,1
2023-06-02 05:30:00.000,1.076415,-0.000190428860301569,1,-2.98003995655256E-05,1,46.0333183663247,1,0,62.4019427552177,1,0,3.0120232E-29,-1
2023-06-02 05:40:00.000,1.07693,0.000478325590947253,0,3.83121307595912E-05,0,58.1109116064349,0,100,62.4019427552177,0,0,1,1
2023-06-02 05:50:00.000,1.077035,9.74946204633816E-05,1,2.90198940108052E-05,0,51.0178895780848,1,41.4671329099735,47.1557109699912,1,1,1,1
2023-06-02 06:00:00.000,1.077145,0.000102127027542438,1,2.74691052433786E-05,1,51.0970979834673,1,42.1264157716457,61.1978495605398,1,0,1,1
2023-06-02 06:10:00.000,1.077675,0.000491920448750195,0,7.54279134757247E-05,0,57.4179635505032,0,95.1088669289315,59.5674718701836,0,0,1,1
2023-06-02 06:20:00.000,1.07747,-0.00019024242045752,0,4.75787092404264E-05,0,46.0535471007678,0,0,45.7450942335258,0,0,3.7998514E-28,-1
2023-06-02 06:30:00.000,1.077065,-0.000375951195752142,1,2.05057730589361E-05,1,43.4967899884381,1,0,31.7029556429772,1,0,0,-1
2023-06-02 06:40:00.000,1.077275,0.000194955300152128,0,5.5714705649922E-05,0,52.3656491383872,0,63.670610908476,21.223536969492,0,1,1,1
2023-06-02 06:50:00.000,1.076995,-0.000259948847244406,1,4.91481137114421E-05,1,46.0787206326402,1,17.9456546167916,27.2054218417559,1,1,2.5782365E-37,-1
2023-06-02 07:00:00.000,1.0771,9.74887366462803E-05,0,6.11433366490997E-05,0,51.1100264180868,0,85.4006394066991,55.6723016439889,0,1,1,1
2023-06-02 07:10:00.000,1.07713,2.78521792027239E-05,1,4.9529011527887E-05,0,50.116169123889,1,74.1502758205962,59.1655232813623,1,1,0.9999986,1
2023-06-02 07:20:00.000,1.077255,0.000116042397380633,1,4.91362481107829E-05,1,51.4212456646742,1,84.4548069949574,81.3352407407509,1,1,1,1
2023-06-02 07:30:00.000,1.07742,0.00015315534855368,0,7.7768265515387E-05,0,51.9977878253364,0,100,86.2016942718512,0,0,1,1
2023-06-02 07:40:00.000,1.076555,-0.000803166282337879,1,-2.90227239250406E-05,0,38.9899654680488,1,0,61.4849356649859,1,0,0,-1
2023-06-02 07:50:00.000,1.07627,-0.000264768387272347,1,-5.92113079030181E-05,0,47.1152425785609,1,61.7061603326483,53.9020534442161,1,0,8.6774875E-38,-1
2023-06-02 08:00:00.000,1.076205,-6.03955911402188E-05,1,-7.27548594599061E-05,0,49.8793921187645,1,82.938373078616,48.2148444704215,1,1,9.598504E-13,-1
2023-06-02 08:10:00.000,1.07651,0.000283363103839238,0,-9.01346382024859E-05,1,54.2656364854207,0,100,81.5481778037548,0,0,1,1
2023-06-02 08:20:00.000,1.076345,-0.000153284824405734,1,-8.70548385315037E-05,1,48.396710765352,1,61.662564186579,81.533645755065,1,1,6.9947184E-24,-1
2023-06-02 08:30:00.000,1.07662,0.000255461655434071,1,-3.44371009326526E-05,1,53.5291680298239,1,90.4660731036303,84.0428790967365,1,0,1,1
2023-06-02 08:40:00.000,1.077325,0.00065461283846659,0,3.86769392688592E-06,0,57.9812489811536,0,100,84.0428790967365,0,0,1,1
2023-06-02 08:50:00.000,1.076935,-0.000362073291302357,1,-4.64267641127665E-06,1,45.7912616797233,1,0,63.4886910345435,1,0,0,-1
2023-06-02 09:00:00.000,1.077425,0.000454891483734474,0,2.51408858460728E-05,0,54.2271141322116,0,70.1483782206224,56.7161260735409,0,0,1,1
2023-06-02 09:10:00.000,1.076685,-0.000687058719480129,1,-3.44350223774982E-05,1,43.8270830368574,1,0,23.3827927402075,1,1,0,-1
2023-06-02 09:20:00.000,1.07746,0.000719543051593467,0,1.58566988069047E-05,0,55.3371348716522,0,82.9677574371548,51.0387118859258,0,0,1,1
2023-06-02 09:30:00.000,1.076445,-0.000942474320020264,1,-7.54457735742573E-05,1,43.7751814066178,1,0,27.6559191457183,1,1,0,-1
2023-06-02 09:40:00.000,1.076095,-0.000325197211744791,1,-0.0000356150176914999,1,48.1633625148811,1,37.710299902324,40.2260191131597,1,1,0,-1
2023-06-02 09:50:00.000,1.076665,0.000529552772552722,0,3.05784122939225E-05,1,53.6302341248226,0,84.8946224106965,40.8683074376736,0,1,1,1
2023-06-02 10:00:00.000,1.07673,6.03697881900015E-05,1,4.06421939047742E-05,1,50.4445133903156,1,57.7185908842358,60.1078377324188,1,1,1,1
2023-06-02 10:10:00.000,1.077095,0.000338931903468482,0,4.52729272072113E-05,1,52.2804704597563,0,86.4171426807419,76.3434519918915,0,0,1,1
2023-06-02 10:20:00.000,1.077195,9.28380116622787E-05,0,6.57831635462123E-05,0,50.4781117837481,0,43.4829006675832,62.539544744187,0,0,1,1
2023-06-02 10:30:00.000,1.07694,-0.000236753964994,1,2.47651951772064E-05,0,48.0574887324895,1,0,43.3000144494417,1,0,1.1208592E-34,-1
2023-06-02 10:40:00.000,1.0772,0.000241395639338661,0,-9.66957141678772E-06,1,51.7214746087203,0,85.9465963671236,43.1431656782357,0,0,1,1
2023-06-02 10:50:00.000,1.077105,-8.81954969807213E-05,0,1.31535781100152E-05,0,49.1161864165961,0,25.1657645230033,37.0374536300424,0,0,9.033804E-15,-1
2023-06-02 11:00:00.000,1.07672,-0.000357503515002931,1,-5.45460051181018E-05,1,47.005629508016,1,0,37.0374536300424,1,0,0,-1
2023-06-02 11:10:00.000,1.076585,-0.000125388646918755,1,-7.74016573798729E-06,0,49.0636171664956,1,42.8652152560022,22.6769932596686,1,1,2.6348219E-21,-1
2023-06-02 11:20:00.000,1.076505,-7.43118030708621E-05,1,-7.38947369600147E-05,1,49.5340752321464,1,52.6055015504839,31.8235722688288,1,1,5.796809E-14,-1
2023-06-02 11:30:00.000,1.076685,0.000167193791926552,0,1.85776057022199E-05,1,51.8290087294659,0,100,65.1569056021621,0,1,1,1
2023-06-02 11:40:00.000,1.076585,-9.28819888556726E-05,1,3.79372076096464E-05,0,49.200538855805,1,46.3071770540913,66.3042262015251,0,0,7.316264E-17,-1
2023-06-02 11:50:00.000,1.07649,-8.82458809487645E-05,0,-1.35460135154775E-05,0,49.2505887651121,0,7.7385352271401,51.3485707604105,0,0,2.9471571E-15,-1
2023-06-02 12:00:00.000,1.075775,-0.000664416348640001,1,-7.3944858251311E-05,1,43.447078142007,1,0,18.0152374270772,1,1,0,-1
2023-06-02 12:10:00.000,1.076245,0.000436798921453106,0,-6.57892734192591E-05,0,54.6011615985257,0,100,35.9128450757134,0,1,1,1
2023-06-02 12:20:00.000,1.076105,-0.000130090366527222,1,-8.43666382683842E-05,1,49.1564606222753,1,50.8420271916875,50.2806757305626,1,1,5.9930277E-21,-1
2023-06-02 12:30:00.000,1.07642,0.000292679529620715,0,-4.02471803838246E-05,0,52.971732541929,0,85.6428916358186,78.8283062758354,0,0,1,1
2023-06-02 12:40:00.000,1.076065,-0.000329851314382031,0,-8.78510931938823E-05,0,47.2733514190926,0,33.8374787831642,56.7741325368902,0,0,0,-1
2023-06-02 12:50:00.000,1.0745,-0.00145543173655207,1,-0.000201787446491494,1,38.9985120841321,1,0,39.826790139661,1,1,0,-1
2023-06-02 13:00:00.000,1.074745,0.000227987038295982,1,-0.000152996567049918,1,52.5499176987357,1,96.9605455551214,43.5993414460953,1,1,1,1
2023-06-02 13:10:00.000,1.075805,0.000985794411514506,0,-6.03979788471466E-05,0,57.2172413910026,0,100,65.6535151850405,0,1,1,1
2023-06-02 13:20:00.000,1.075415,-0.000362584955767002,1,-8.44207415718249E-05,1,48.0441929542251,1,49.3904105937069,82.1169853829429,1,1,0,-1
2023-06-02 13:30:00.000,1.076705,0.00119881805335694,0,1.54794688070705E-06,0,56.794399281538,0,98.5692127286096,82.6532077741056,0,0,1,1
2023-06-02 13:40:00.000,1.07608,-0.000580643229639412,0,-3.90988231846046E-05,0,46.9613753142806,0,0,49.3198744407722,0,0,0,-1
2023-06-02 13:50:00.000,1.07466,-0.00132047593510406,1,-0.000141784661030879,1,43.5421698510619,1,0,32.8564042428699,1,0,0,-1
2023-06-02 14:00:00.000,1.074215,-0.00041417021126047,1,-0.000120930816249252,0,48.5484233474759,1,37.3521712296186,12.4507237432063,1,1,0,-1
2023-06-02 14:10:00.000,1.07433,0.000107049189204595,0,-0.000148409960603294,0,51.2599213567213,0,57.6384325568173,31.6635345954787,1,1,1,1
2023-06-02 14:20:00.000,1.07393,-0.000372394407215608,0,-0.000168601963993993,0,48.6852966421085,0,66.8879114948871,53.9595050937744,0,0,0,-1
2023-06-02 14:30:00.000,1.072825,-0.00102946083515734,1,-0.000278780327725498,1,45.2847532540523,1,23.0764604153627,49.2009348223558,1,1,0,-1
2023-06-02 14:40:00.000,1.07332,0.000461292232144444,0,-0.000212851698848292,1,53.349516835631,0,100,63.3214573034167,0,0,1,1
2023-06-02 14:50:00.000,1.072835,-0.000451971090863694,0,-0.000129229978374261,0,48.565526981204,0,40.7912878213825,54.6225827455818,0,1,0,-1
2023-06-02 15:00:00.000,1.072335,-0.000466163529281728,1,-0.000187075859005737,0,48.4918082755027,1,39.8804308384772,60.2239062199533,1,0,0,-1
2023-06-02 15:00:00.228,1.07234,4.66271113360181E-06,0,-0.000268836834037479,0,51.1740183021519,0,72.6874454454789,51.1197213684463,0,0,0.668264,1
